2019-07-15 15:51:02,b'Well said !  #Brexit means welcoming our Commonwealth &amp; World friends rather than being colonised by EU citizens wh\xe2\x80\xa6 https://t.co/IVvsSCzWEN'
2019-07-15 15:50:56,"b'RT @petertimmins3: Why are rich #Brexiters, like James Dyson, making their homes outside of the UK, if #Brexit is going to be so good for t\xe2\x80\xa6'"
2019-07-15 15:50:55,"b'Indeed, Dunkirk was a humiliating defeat not a victory so quite the opposite of what #Brexiteers imagine. The truth\xe2\x80\xa6 https://t.co/GS67aBSaq7'"
2019-07-15 15:50:53,b'@MorrisseyHelena Well said !  #Brexit means welcoming our Commonwealth &amp; World friends rather than being colonised\xe2\x80\xa6 https://t.co/X5RgPZuUI0'
2019-07-15 15:50:41,b'RT @JamesfWells: Who will you trust in a General Election?\n\n\xf0\x9f\xa5\x80#Labour = Remain \xf0\x9f\x91\x8e\n\n#Conservatives backed May for 2yrs as she negotiated worst\xe2\x80\xa6'
2019-07-15 15:50:40,b'RT @Haggis_UK: Dominic Grieve - The #ERG have become completely Talibanized by #Brexit.. I get emails saying where is your Dunkirk spirit..\xe2\x80\xa6'
2019-07-15 15:50:24,"b""@JohnCleese It's a good thing that Lady Luck conspired against the Kiwis, or it seems that the populist momentum fo\xe2\x80\xa6 https://t.co/B0UcsqaB9f"""
2019-07-15 15:50:22,b'#CAGEurope US STOCKS-Wall Street flat as Citi results weigh on bank shares https://t.co/1JI57dP2wA #ReutersCES #EU\xe2\x80\xa6 https://t.co/DWbPAJgqlc'
2019-07-15 15:50:22,"b'When the #Brexit referendum was announced, \xc2\xa31 bought 1.43\xe2\x82\xac. As of July 15, 2019 at 05:50PM, \xc2\xa31 buys 1.1111\xe2\x82\xac. This m\xe2\x80\xa6 https://t.co/TVS1tGb96Y'"
2019-07-15 15:50:09,b'Its beginning to look like @BorisJohnson will abandon all British values in his pursuit of @realDonaldTrump . The\xe2\x80\xa6 https://t.co/QKklqX7xvN'
2019-07-15 15:50:06,b'RT @Haggis_UK: Dominic Grieve - The #ERG have become completely Talibanized by #Brexit.. I get emails saying where is your Dunkirk spirit..\xe2\x80\xa6'
2019-07-15 15:50:02,b'Hmmmmm sounds familiar... #brexit https://t.co/5OodmE0wt3'
2019-07-15 15:49:58,b'Time until 3rd #Brexit deadline on 31 Oct 2019: 108d 7h 10m 1s \xf0\x9f\x87\xaa\xf0\x9f\x87\xba\xf0\x9f\x91\x8b\xf0\x9f\x87\xac\xf0\x9f\x87\xa7'
2019-07-15 15:49:54,b'RT @JEGullis: Pleased to see my letter published in the Stoke Sentinel (@Sotlive) outlining how Labour\xe2\x80\x99s Brexit position is far removed fro\xe2\x80\xa6'
2019-07-15 15:49:53,"b'RT @michellenichols: At launch of #UN food security report, @WFPChief said:\n\n\xe2\x80\x9cWhen I turn on the TV today it\xe2\x80\x99s nothing but \xe2\x80\x98Brexit, #Brexit\xe2\x80\xa6'"
2019-07-15 15:49:45,"b""RT @AllianceBE: To all the Remainers who claimed 'pooling sovereignty' in the #EU made us stronger, the UK's trade negotiator (a New Zealan\xe2\x80\xa6"""
2019-07-15 15:49:41,b'Things are hotting up for @IMHX  Show 24-27 Sept - be sure not to miss the opportunity to speak to the Aganto team\xe2\x80\xa6 https://t.co/EhaMqrx3ze'
2019-07-15 15:49:34,b'Pathetic. Your posh education and manners cannot hide your playground bully attitude.\nGrow up and get some empathy.\xe2\x80\xa6 https://t.co/ffZ8IgAgbd'
2019-07-15 15:49:24,b'RT @Haggis_UK: Dominic Grieve - The #ERG have become completely Talibanized by #Brexit.. I get emails saying where is your Dunkirk spirit..\xe2\x80\xa6'
2019-07-15 15:49:19,b'RT @JohnHowarth1958: Increasingly looks as if Mr Fox has had a disturbing encounter with reality. US states can set their own #trade polici\xe2\x80\xa6'
2019-07-15 15:49:18,"b'As #UKPM Theresa May is now blissfully Brexit-free, the next cast of characters has arrived. Both #Boris Johnson an\xe2\x80\xa6 https://t.co/ZcFSECfIgO'"
2019-07-15 15:49:17,b'RT @onesub_: \xf0\x9f\x87\xaa\xf0\x9f\x87\xba \xf0\x9f\x87\xac\xf0\x9f\x87\xa7 Gina Miller launches legal challenge to stop Boris Johnson suspending parliament to force through no-deal Brexit #BorisJ\xe2\x80\xa6'
2019-07-15 15:49:17,b'RT @DalbidEU: @Doozy_45 @adamboultonSKY Hunt v Johnson in the Battle of the Unbalanced. But the books will need balancing! Both recognise w\xe2\x80\xa6'
2019-07-15 15:49:13,"b""@GuitarMoog The referendum came up. I had never given it a moment's thought. So I looked at #Brexit's supporters an\xe2\x80\xa6 https://t.co/0368DHtzQX"""
2019-07-15 15:49:12,b'@JackWDart Keep on fighting - #Brexit needs to be stopped'
2019-07-15 15:49:06,b'RT @onesub_: \xf0\x9f\x87\xaa\xf0\x9f\x87\xba \xf0\x9f\x87\xac\xf0\x9f\x87\xa7 Gina Miller launches legal challenge to stop Boris Johnson suspending parliament to force through no-deal Brexit #BorisJ\xe2\x80\xa6'
2019-07-15 15:48:52,"b'RT @labourleave: If we had never joined EU, there would be no valid case for becoming a member now https://t.co/HAZ9y6Xwbb #brexit'"
2019-07-15 15:48:49,b'RT @Haggis_UK: Dominic Grieve - The #ERG have become completely Talibanized by #Brexit.. I get emails saying where is your Dunkirk spirit..\xe2\x80\xa6'
2019-07-15 15:48:47,b'RT @JessicaIPSE: Freelancers- how worried are you about a no deal #Brexit? Are you preparing in any way - or do you feel there is nothing y\xe2\x80\xa6'
2019-07-15 15:48:44,b'@AdamBienkov It would take a lot more than an infinite number of @BorisJohnson s to type up a credible and executable #Brexit plan.'
2019-07-15 15:48:25,b'RT @thomasbrake: .@BorisJohnson promised Gatt 24 would allow the UK to trade with the EU tariff-free after a No Deal #Brexit\n\nHowever Govt\xe2\x80\xa6'
2019-07-15 15:48:24,b'RT @JohnHowarth1958: Increasingly looks as if Mr Fox has had a disturbing encounter with reality. US states can set their own #trade polici\xe2\x80\xa6'
2019-07-15 15:48:19,b'RT @DalbidEU: @Doozy_45 @adamboultonSKY Hunt v Johnson in the Battle of the Unbalanced. But the books will need balancing! Both recognise w\xe2\x80\xa6'
2019-07-15 15:48:16,"b'RT @labourleave: Thornberry along with every other Lab MP stood on, and were elected to parliament on, a manifesto committed to respecting\xe2\x80\xa6'"
2019-07-15 15:48:12,"b""RT @BesarmeElCulo: @lorraineSW1 @MailOnline So they didn't contribute to the economy  (surprise) but now the taxpayers are having to provid\xe2\x80\xa6"""
2019-07-15 15:48:11,"b'RT @labourleave: Thornberry along with every other Lab MP stood on, and were elected to parliament on, a manifesto committed to respecting\xe2\x80\xa6'"
2019-07-15 15:48:07,"b'RT @labourleave: Thornberry along with every other Lab MP stood on, and were elected to parliament on, a manifesto committed to respecting\xe2\x80\xa6'"
2019-07-15 15:47:59,"b""RT @ChambersIreland: The revised #Brexit contingency action plan from the Irish Government is *out now* - we're urging businesses to compre\xe2\x80\xa6"""
2019-07-15 15:47:58,b'Shocking that this country is now prepared to condone #racists like @realDonaldTrump in its pursuit of trade deals\xe2\x80\xa6 https://t.co/lyXtnKspnH'
2019-07-15 15:47:58,b'RT @carolJhedges: \xf0\x9f\x87\xaa\xf0\x9f\x87\xbaPLEASE JOIN ME!\xf0\x9f\x87\xac\xf0\x9f\x87\xa7\n.@Morrisons I understand that you are stocking the free Brexit Party (or company) newspaper. I will b\xe2\x80\xa6'
2019-07-15 15:47:51,b'RT @Haggis_UK: Dominic Grieve - The #ERG have become completely Talibanized by #Brexit.. I get emails saying where is your Dunkirk spirit..\xe2\x80\xa6'
2019-07-15 15:47:46,"b'RT @michellenichols: At launch of #UN food security report, @WFPChief said:\n\n\xe2\x80\x9cWhen I turn on the TV today it\xe2\x80\x99s nothing but \xe2\x80\x98Brexit, #Brexit\xe2\x80\xa6'"
2019-07-15 15:47:25,"b'RT @MidWalesMike: .@vincecable is lying to you about @UKLabour and #Brexit - the party DOES have a clear view, which is to do whatever is b\xe2\x80\xa6'"
2019-07-15 15:47:23,b'RT @bbkpolitics: Why not spend some time catching up with recent Talking Europe episodes? New videos with Dr Kate Maclean on Brexit and the\xe2\x80\xa6'
2019-07-15 15:47:19,"b'RT @simoncoveney: Back in Brussels this morning for an EU Foreign Affairs Council meeting; Iran, Iraq, CAR and Migration in Med all on the\xe2\x80\xa6'"
2019-07-15 15:47:14,"b""RT @AllianceBE: To all the Remainers who claimed 'pooling sovereignty' in the #EU made us stronger, the UK's trade negotiator (a New Zealan\xe2\x80\xa6"""
2019-07-15 15:47:10,"b'RT @DefencePhoto: ""They don\'t like it up \'em Captain Mainwaring"" - Hexham MP @GuyOpperman getting an anti #takebackcontrol #brexit message\xe2\x80\xa6'"
2019-07-15 15:47:02,b'RT @JessicaIPSE: Freelancers- how worried are you about a no deal #Brexit? Are you preparing in any way - or do you feel there is nothing y\xe2\x80\xa6'
2019-07-15 15:47:01,b'https://t.co/ckCOWdlzyH #Brexit #Greens #Gruenen #GroenLinks #LesVerts #nexit #Grexit #Italexit #Irexit #Swexit\xe2\x80\xa6 https://t.co/t7rAeCVla4'
2019-07-15 15:46:51,"b'RT @Hughie1953: Poll: On @SkyNews Beth Rigby said, how many of those Leave voters voted for a No-Deal #Brexit, and did they know? \nPlease RT'"
2019-07-15 15:46:41,b'@mrjamesob Question.\nHow many Leave voters does it take to organise a credible #Brexit plan and execute it?\n\nAnswer\xe2\x80\xa6 https://t.co/GVNeZdgX7a'
2019-07-15 15:46:33,"b'As we get closer to a no-deal Brexit, economic indicators show potential cracks forming. In Brexit Watch - politica\xe2\x80\xa6 https://t.co/No14CDxLvU'"
2019-07-15 15:46:15,b'RT @JamesfWells: Who will you trust in a General Election?\n\n\xf0\x9f\xa5\x80#Labour = Remain \xf0\x9f\x91\x8e\n\n#Conservatives backed May for 2yrs as she negotiated worst\xe2\x80\xa6'
2019-07-15 15:46:14,"b""RT @AllianceBE: To all the Remainers who claimed 'pooling sovereignty' in the #EU made us stronger, the UK's trade negotiator (a New Zealan\xe2\x80\xa6"""
2019-07-15 15:46:12,b'RT @Haggis_UK: Dominic Grieve - The #ERG have become completely Talibanized by #Brexit.. I get emails saying where is your Dunkirk spirit..\xe2\x80\xa6'
2019-07-15 15:46:10,b'RT @Fight4GB: #UKIP ~ #ForTheNation \xf0\x9f\x87\xac\xf0\x9f\x87\xa7 \n\n#Brexit \n@BenWalkerFABS \n@MikeHookemUKIP \n@richardbraine \n@HelenaHatstand \n@GerardBattenMEP \n@Neil\xe2\x80\xa6'
2019-07-15 15:45:55,b'RT @Fight4GB: #UKIP ~ #ForTheNation \xf0\x9f\x87\xac\xf0\x9f\x87\xa7 \n\n#Brexit \n@BenWalkerFABS \n@MikeHookemUKIP \n@richardbraine \n@HelenaHatstand \n@GerardBattenMEP \n@Neil\xe2\x80\xa6'
2019-07-15 15:45:47,"b'RT @Cybrarian64: Yellow Vests gain strength, as Macron booed by massive crowds on Bastill... #BastilleDay2019 #Bastille #BastilleDay #Yello\xe2\x80\xa6'"
2019-07-15 15:45:45,"b""RT @AllianceBE: Why is this not all over the MSM?!? \xf0\x9f\x98\xa1\n\nIreland's EU Commissioner Phil Hogan has admitted there will no no animal and food c\xe2\x80\xa6"""
2019-07-15 15:45:41,b'RT @PhilBennion: My message to #farmers in #BreconandRadnor: vote for Jane Dodds on 1st August for the sake of their livelihoods. No deal #\xe2\x80\xa6'
2019-07-15 15:45:34,"b'RT @labourleave: Thornberry along with every other Lab MP stood on, and were elected to parliament on, a manifesto committed to respecting\xe2\x80\xa6'"
2019-07-15 15:45:27,"b""@at_revenge I bet you can't source those %s, they are wrong.\xf0\x9f\x99\x84\n\nDo you believe UK exports will be 0% on #Brexit day\xe2\x80\xa6 https://t.co/M6wnJN89FV"""
2019-07-15 15:45:26,b'RT @godfreykneller: @Andrew_Adonis Not true. It is not Labour that can stop #Brexit.\nIt is an alliance of remain parties.\nFake news from #L\xe2\x80\xa6'
2019-07-15 15:45:22,"b""RT @MPIainDS: A way can be found to avoid animal &amp; food checks on the border - even in the case of a no-deal #Brexit, the Republic's EU Com\xe2\x80\xa6"""
2019-07-15 15:45:17,"b'Yellow Vests gain strength, as Macron booed by massive crowds on Bastill... #BastilleDay2019 #Bastille #BastilleDay\xe2\x80\xa6 https://t.co/4graCSS7yx'"
2019-07-15 15:45:09,b'A step back from the economic cliff-edge of #Brexit is all Scotland needs to continue its record-breaking Foreign D\xe2\x80\xa6 https://t.co/IqtfjpjR2r'
2019-07-15 15:45:03,b'RT @Haggis_UK: Dominic Grieve - The #ERG have become completely Talibanized by #Brexit.. I get emails saying where is your Dunkirk spirit..\xe2\x80\xa6'
2019-07-15 15:44:48,"b""RT @lunaperla: @uk_domain_names Gateway drug to full-fledged Fascism.\n\nWarning signs: 'Will of the People' lie; Johnson wants to shut down\xe2\x80\xa6"""
2019-07-15 15:44:48,"b'Poverty is no longer a hated symptom, it is a carefully crafted Tory weapon. #dwp #poverty #homelessness #homeless\xe2\x80\xa6 https://t.co/Y2Rmd0ahAq'"
2019-07-15 15:44:44,b'RT @Haggis_UK: Dominic Grieve - The #ERG have become completely Talibanized by #Brexit.. I get emails saying where is your Dunkirk spirit..\xe2\x80\xa6'
2019-07-15 15:44:39,"b'RT @michellenichols: At launch of #UN food security report, @WFPChief said:\n\n\xe2\x80\x9cWhen I turn on the TV today it\xe2\x80\x99s nothing but \xe2\x80\x98Brexit, #Brexit\xe2\x80\xa6'"
2019-07-15 15:44:37,b'@brummytaff @uk_domain_names Agreed but my concern is that the general rise in bigotry will be inflamed further by\xe2\x80\xa6 https://t.co/4qdMzwXgu6'
2019-07-15 15:44:36,"b'@ghengis888 ""#Brexit killed the #BBC Star  Ohwww a Ohwwww ""\nNow that\'s got to be a hit this Autumn Boggles ! \n#TOTP2 https://t.co/kyPMbCWy2a'"
2019-07-15 15:44:24,b'RT @Haggis_UK: Dominic Grieve - The #ERG have become completely Talibanized by #Brexit.. I get emails saying where is your Dunkirk spirit..\xe2\x80\xa6'
2019-07-15 15:44:21,"b""RT @AllianceBE: Why is this not all over the MSM?!? \xf0\x9f\x98\xa1\n\nIreland's EU Commissioner Phil Hogan has admitted there will no no animal and food c\xe2\x80\xa6"""
2019-07-15 15:44:20,"b""RT @MPIainDS: A way can be found to avoid animal &amp; food checks on the border - even in the case of a no-deal #Brexit, the Republic's EU Com\xe2\x80\xa6"""
2019-07-15 15:44:16,b'@BBCBreaking Luv it!  That\xe2\x80\x99ll piss the Germans off #Brexit \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbc\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbc\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbc'
2019-07-15 15:44:06,"b""Really appreciate you're honesty on #Brexit #Remain @FaisalRashidMP now please @HelenJonesMP come off the fence!\xe2\x80\xa6 https://t.co/6aGHgol8Hi"""
2019-07-15 15:44:05,b'@Telegraph So much control! \n\nYay #Brexit! #remainernow'
2019-07-15 15:43:59,b'RT @Haggis_UK: Dominic Grieve - The #ERG have become completely Talibanized by #Brexit.. I get emails saying where is your Dunkirk spirit..\xe2\x80\xa6'
2019-07-15 15:43:56,"b'RT @michellenichols: At launch of #UN food security report, @WFPChief said:\n\n\xe2\x80\x9cWhen I turn on the TV today it\xe2\x80\x99s nothing but \xe2\x80\x98Brexit, #Brexit\xe2\x80\xa6'"
2019-07-15 15:43:55,b'@BeccyRyan Isn\xe2\x80\x99t that an inevitable outcome when you procure a vote on cake-and-eat-it promises but can then only d\xe2\x80\xa6 https://t.co/Cex4CtucCD'
2019-07-15 15:43:53,b'RT @JohnHowarth1958: Increasingly looks as if Mr Fox has had a disturbing encounter with reality. US states can set their own #trade polici\xe2\x80\xa6'
2019-07-15 15:43:48,b'RT @Haggis_UK: Dominic Grieve - The #ERG have become completely Talibanized by #Brexit.. I get emails saying where is your Dunkirk spirit..\xe2\x80\xa6'
2019-07-15 15:43:47,"b'@uk_domain_names The nasty divisiveness which has been fuelled, leading to increased openly racist, bigoted vile (c\xe2\x80\xa6 https://t.co/kAuHaXeo91'"
2019-07-15 15:43:40,"b'At launch of #UN food security report, @WFPChief said:\n\n\xe2\x80\x9cWhen I turn on the TV today it\xe2\x80\x99s nothing but \xe2\x80\x98Brexit,\xe2\x80\xa6 https://t.co/MaIu6zAy3f'"
2019-07-15 15:43:39,b'RT @Haggis_UK: Dominic Grieve - The #ERG have become completely Talibanized by #Brexit.. I get emails saying where is your Dunkirk spirit..\xe2\x80\xa6'
2019-07-15 15:43:37,b'@Michael_Heaver @LeaveEUOfficial ................  Flying the Flag - good on you.  THAT IS WHAT WE VOTED FOR. #brexit'
2019-07-15 15:43:32,"b'EA on @talkRADIO: #Trump, #Brexit, and the UK Ambassador; Next Steps for #Democrats in #2020Election (\xe2\x80\xa6 https://t.co/DSJbwf1HRp'"
2019-07-15 15:43:31,b'https://t.co/Yl7QE34pUm #Dublin #Belfast #Derry #devolution #Scotland #Yorkshire #Cornwall #Wales #Ireland #Mercia\xe2\x80\xa6 https://t.co/VVJ3iGktBK'
2019-07-15 15:43:25,b'RT @csibike1: @Arron_banks Where does your wealth come from? Answer Parliament\xe2\x80\x99s questions! You head a campaign telling ppl they need to ta\xe2\x80\xa6'
2019-07-15 15:43:20,b'RT @JamesfWells: Who will you trust in a General Election?\n\n\xf0\x9f\xa5\x80#Labour = Remain \xf0\x9f\x91\x8e\n\n#Conservatives backed May for 2yrs as she negotiated worst\xe2\x80\xa6'
2019-07-15 15:43:13,b'RT @Haggis_UK: Dominic Grieve - The #ERG have become completely Talibanized by #Brexit.. I get emails saying where is your Dunkirk spirit..\xe2\x80\xa6'
2019-07-15 15:43:12,b'RT @mrBishboshed: BEWARE OF FAKES\nShe masqueraded as the Prime Minister for 3 years telling everyone we would be leaving the EU months ago.\xe2\x80\xa6'
2019-07-15 15:43:11,"b""RT @davebancroft: @uk_domain_names UK citizens' loss of the right to Freedom of Movement in the EU, for business and family needs, is the m\xe2\x80\xa6"""
2019-07-15 15:42:59,"b'RT @Hughie1953: Poll: On @SkyNews Beth Rigby said, how many of those Leave voters voted for a No-Deal #Brexit, and did they know? \nPlease RT'"
2019-07-15 15:42:57,b'RT @DalbidEU: @Doozy_45 @adamboultonSKY Hunt v Johnson in the Battle of the Unbalanced. But the books will need balancing! Both recognise w\xe2\x80\xa6'
2019-07-15 15:42:52,"b""RT @Haggis_UK: Listen to Liam Fox pour cold water all over Boris Johnson's \xe2\x80\x9climited\xe2\x80\x9d trade agreement with US in time for #Brexit on 31st Oc\xe2\x80\xa6"""
2019-07-15 15:42:49,"b'Brexit Party MEP @RowlandBrexitSE says he does not want ""violence on the high seas"" after previously appearing to s\xe2\x80\xa6 https://t.co/Bw5RAGmX5K'"
2019-07-15 15:42:45,"b""@lorraineSW1 @MailOnline So they didn't contribute to the economy  (surprise) but now the taxpayers are having to p\xe2\x80\xa6 https://t.co/wH1svU2hIY"""
2019-07-15 15:42:43,"b'RT @GPFutures: From a Scottish perspective, #Brexit is a threat to its national identity. Fearing that #Scotland would be forced to leave t\xe2\x80\xa6'"
2019-07-15 15:42:41,b'RT @Haggis_UK: Dominic Grieve - The #ERG have become completely Talibanized by #Brexit.. I get emails saying where is your Dunkirk spirit..\xe2\x80\xa6'
2019-07-15 15:42:39,"b'@CeeMacBee @Bradley_MJB111 @Facts4euOrg Good news of course, particularly as one might have expected a bit of apath\xe2\x80\xa6 https://t.co/UFmHUbk4Q4'"
2019-07-15 15:42:13,"b'RT @Loc_Enterprise: \xe2\x80\x9cIf it\xe2\x80\x99s a hard #Brexit, there\xe2\x80\x99ll be some hard decisions to be made \xe2\x80\x93 but we\xe2\x80\x99re ready for them,\xe2\x80\x9d Niall McAllister/ @Qui\xe2\x80\xa6'"
2019-07-15 15:42:10,b'RT @Haggis_UK: Dominic Grieve - The #ERG have become completely Talibanized by #Brexit.. I get emails saying where is your Dunkirk spirit..\xe2\x80\xa6'
2019-07-15 15:42:04,"b""RT @jbogard: and because of #brexit deflation and devaluation, in the UK it's down to 0.86x"""
2019-07-15 15:42:00,b'#UKIP ~ #ForTheNation \xf0\x9f\x87\xac\xf0\x9f\x87\xa7 \n\n#Brexit \n@BenWalkerFABS \n@MikeHookemUKIP \n@richardbraine \n@HelenaHatstand\xe2\x80\xa6 https://t.co/sj8v8SLU2O'
2019-07-15 15:41:49,b'RT @JohnHowarth1958: Increasingly looks as if Mr Fox has had a disturbing encounter with reality. US states can set their own #trade polici\xe2\x80\xa6'
2019-07-15 15:41:46,b'#France fears #London will be financial powerhouse post-#Brexit as EU red tape squeezes #Paris\nhttps://t.co/ABSpwG7qHP'
2019-07-15 15:41:33,"b'RT @TheresaMEP: ""Eleven out of seventeen FTSE 100 chairmen believe that Britain will not leave the European Union on October 31, while only\xe2\x80\xa6'"
2019-07-15 15:41:29,"b'RT @TheresaMEP: ""Eleven out of seventeen FTSE 100 chairmen believe that Britain will not leave the European Union on October 31, while only\xe2\x80\xa6'"
2019-07-15 15:41:29,b'RT @mrBishboshed: BEWARE OF FAKES\nShe masqueraded as the Prime Minister for 3 years telling everyone we would be leaving the EU months ago.\xe2\x80\xa6'
2019-07-15 15:41:23,"b'RT @labourleave: Thornberry along with every other Lab MP stood on, and were elected to parliament on, a manifesto committed to respecting\xe2\x80\xa6'"
2019-07-15 15:41:12,b'RT @Haggis_UK: Dominic Grieve - The #ERG have become completely Talibanized by #Brexit.. I get emails saying where is your Dunkirk spirit..\xe2\x80\xa6'
2019-07-15 15:41:08,b'RT @Haggis_UK: Dominic Grieve - The #ERG have become completely Talibanized by #Brexit.. I get emails saying where is your Dunkirk spirit..\xe2\x80\xa6'
2019-07-15 15:41:08,b'@Doozy_45 @adamboultonSKY Hunt v Johnson in the Battle of the Unbalanced. But the books will need balancing! Both r\xe2\x80\xa6 https://t.co/VAUH32HQLO'
2019-07-15 15:41:05,"b""RT @AllianceBE: Why is this not all over the MSM?!? \xf0\x9f\x98\xa1\n\nIreland's EU Commissioner Phil Hogan has admitted there will no no animal and food c\xe2\x80\xa6"""
2019-07-15 15:40:55,"b""Delingpole: England's Cricket Triumph Is a Vindication for #Brexit\nhttps://t.co/7Qllwp9CF4"""
2019-07-15 15:40:41,b'#Brexit MEP for Breitbart: Is the BBC Digging Its Own Grave with #Brexit Bias?\nhttps://t.co/R7pWeq6k6r'
2019-07-15 15:40:37,"b'@Scolarly52 Got to say I laugh at the Brutish and proud scots Brexit fans, so self unaware of the tenuous thread th\xe2\x80\xa6 https://t.co/GEGngVr3dQ'"
2019-07-15 15:40:35,b'RT @WCullmac: This big threat of \xe2\x80\x98we will walk away\xe2\x80\x99 and \xe2\x80\x98we aren\xe2\x80\x99t afraid of no deal\xe2\x80\x99 doesn\xe2\x80\x99t really work cause the next day when we have\xe2\x80\xa6'
2019-07-15 15:40:34,b'RT @JamesfWells: Who will you trust in a General Election?\n\n\xf0\x9f\xa5\x80#Labour = Remain \xf0\x9f\x91\x8e\n\n#Conservatives backed May for 2yrs as she negotiated worst\xe2\x80\xa6'
2019-07-15 15:40:27,"b'@Michael_Heaver But @guyverhofstadt tweeted that you never turn up! Clearly he is a liar, no surprise there. #Brexit'"
2019-07-15 15:40:23,b'@PizzaPizzaRcrds with #brexit coming it is important to source locally produced bands https://t.co/PEG30PMoPH'
2019-07-15 15:40:22,"b""RT @jbogard: and because of #brexit deflation and devaluation, in the UK it's down to 0.86x"""
2019-07-15 15:40:22,"b""RT @MPIainDS: A way can be found to avoid animal &amp; food checks on the border - even in the case of a no-deal #Brexit, the Republic's EU Com\xe2\x80\xa6"""
